0015,240
0050,132
0051,96
0052,96
0053,84
0054,84
0055,84
0056,84
0057,72
0058,72
0059,72
0060,72
0061,60
0080,60
0081,60
1101,240
1102,240
1103,240
1104,240
1108,240
1109,240
1110,240
1201,240
1203,144
1210,240
1213,240
1215,240
1216,240
1217,240
1218,240
1219,240
1220,240
1225,240
1227,240
1229,240
1231,228
1232,216
1233,192
1234,180
1235,168
1236,156
1256,240
1258,240
1259,240
1301,240
1303,240
1304,240
1305,240
1307,240
1308,240
1309,240
1310,240
1312,240
1313,240
1314,240
1315,240
1316,240
1319,240
1321,192
1323,168
1324,168
1325,168
1326,144
1333,240
1336,240
1337,36
1338,24
1339,24
1402,240
1409,240
1410,240
1413,240
1414,240
1416,240
1417,240
1418,240
1419,240
1423,240
1432,108
1434,240
1435,240
1436,240
1437,240
1438,240
1439,240
1440,240
1441,240
1442,156
1443,240
1444,240
1445,240
1446,240
1447,240
1449,108
1451,240
1452,240
1453,240
1454,240
1455,240
1456,240
1457,240
1459,240
1460,228
1463,216
1464,216
1465,204
1466,132
1467,192
1468,192
1469,180
1470,180
1471,168
1472,168
1473,168
1474,168
1475,168
1476,156
1477,144
1503,240
1504,240
1506,240
1507,240
1512,240
1513,240
1514,240
1515,228
1516,132
1517,228
1519,204
1521,204
1522,204
1524,192
1525,180
1526,168
1527,168
1528,168
1529,168
1530,168
1531,168
1532,168
1533,156
1535,156
1536,156
1537,156
1538,144
1539,144
1540,144
1541,132
1558,240
1560,120
1565,240
1566,240
1569,240
1570,240
1580,240
1582,60
1583,84
1584,240
1586,240
1589,24
1590,48
1591,240
1593,240
1595,240
1597,240
1599,240
1603,240
1604,240
1605,240
1608,240
1609,240
1611,240
1612,240
1613,228
1614,204
1615,168
1616,168
1617,168
1618,168
1626,12
1701,240
1702,240
1704,240
1707,240
1708,240
1709,240
1710,240
1711,240
1712,240
1713,240
1714,240
1715,240
1717,240
1718,240
1720,228
1721,216
1722,192
1723,192
1724,168
1725,168
1726,168
1727,168
1729,156
1730,156
1731,156
1732,156
1733,156
1734,144
1735,144
1736,144
1742,240
1752,240
1762,48
1773,60
1777,240
1781,240
1784,240
1785,240
1786,24
1787,240
1788,240
1789,36
1795,240
1799,240
1802,240
1805,240
1806,240
1808,156
1809,216
1810,216
1813,240
1815,240
1817,12
1902,240
1903,240
1904,240
1905,240
1906,240
1907,240
1909,240
2002,240
2006,240
2007,240
2009,240
2010,240
2012,240
2013,240
2014,240
2015,240
2017,240
2020,240
2022,228
2023,228
2024,144
2025,216
2027,216
2028,216
2029,216
2030,192
2031,168
2032,168
2033,168
2034,156
2035,240
2038,72
2049,60
2059,72
2061,240
2062,84
2063,240
2066,240
2101,156
2102,240
2103,240
2104,240
2105,240
2106,240
2107,240
2108,240
2114,48
2201,240
2204,240
2206,216
2207,204
2208,72
2221,240
2227,120
2228,12
2230,240
2231,48
2233,240
2301,240
2302,204
2303,240
2305,144
2308,240
2311,240
2312,240
2313,240
2314,240
2316,240
2317,240
2321,240
2323,240
2324,240
2325,240
2327,240
2328,240
2329,240
2330,240
2331,240
2332,240
2337,228
2338,228
2340,228
2342,132
2344,228
2345,228
2347,228
2348,228
2349,216
2351,216
2352,216
2353,216
2354,216
2355,216
2356,216
2357,216
2358,156
2359,216
2360,216
2361,36
2362,204
2363,204
2364,204
2365,204
2367,204
2368,192
2369,192
2371,192
2373,192
2374,192
2375,192
2376,192
2377,192
2379,192
2380,192
2382,192
2383,192
2384,192
2385,192
2387,192
2388,180
2390,180
2392,180
2393,180
2395,180
2397,180
2399,180
2401,180
2402,180
2404,168
2405,168
2406,168
2408,168
2409,168
2412,168
2413,168
2414,168
2415,168
2417,168
2419,168
2420,168
2421,168
2423,168
2424,168
2425,168
2426,168
2427,168
2428,168
2429,168
2430,168
2431,168
2433,168
2434,168
2436,168
2437,168
2438,168
2439,168
2440,168
2441,168
2442,168
2443,168
2444,168
2448,156
2449,156
2450,156
2451,156
2453,156
2454,156
2455,156
2456,156
2457,156
2458,156
2459,156
2460,156
2461,156
2462,156
2464,156
2465,156
2466,156
2467,156
2468,156
2471,156
2472,156
2474,156
2475,156
2476,156
2477,156
2478,156
2480,156
2481,156
2482,156
2483,156
2484,156
2485,156
2486,156
2488,156
2489,156
2491,60
2492,156
2493,156
2495,144
2496,144
2497,144
2498,144
2499,144
2501,240
2504,240
2505,180
2506,240
2509,240
2511,240
2514,240
2515,240
2516,240
2520,240
2524,240
2527,228
2528,108
2530,228
2534,216
2535,216
2536,216
2537,216
2538,216
2539,156
2540,192
2542,180
2543,180
2545,168
2546,168
2547,168
2548,144
2596,240
2597,48
2601,144
2603,240
2605,240
2606,240
2607,240
2608,240
2609,240
2610,240
2611,240
2612,240
2613,240
2614,228
2615,216
2616,204
2617,192
2618,156
2636,240
2637,48
2640,240
2642,12
2701,240
2702,240
2704,240
2705,240
2706,240
2707,192
2712,12
2718,240
2719,240
2722,24
2723,48
2724,240
2727,24
2729,240
2731,12
2734,240
2801,240
2809,240
2812,84
2816,240
2820,240
2823,228
2832,204
2833,204
2834,204
2836,192
2837,192
2838,192
